max_depth	min_split	min_bucket	peso_error	ganancia_promedio
7	1900	350	501	12430667
7	1900	350	601	12906000
7	1900	350	701	12646000
7	1900	350	801	12557333
7	1900	350	901	12633333
7	1900	350	1001	12586667
7	1900	400	1	10864667
7	1900	400	101	11480000
7	1900	400	201	11292000
7	1900	400	301	11414667
7	1900	400	401	11878667
7	1900	400	501	12549333
7	1900	400	601	12662667
7	1900	400	701	12646000
7	1900	400	801	12452667
7	1900	400	901	12859333
7	1900	400	1001	12816667
7	1900	450	1	10864667
7	1900	450	101	11689333
7	1900	450	201	11410000
7	1900	450	301	11339333
7	1900	450	401	11756667
7	1900	450	501	11752667
7	1900	450	601	12237333
7	1900	450	701	12510000
7	1900	450	801	12352000
7	1900	450	901	12722667
7	1900	450	1001	12928667
7	1900	500	1	10914000
7	1900	500	101	11648667
7	1900	500	201	11401333
7	1900	500	301	11145333
7	1900	500	401	12194667
7	1900	500	501	11580000
7	1900	500	601	12048000
7	1900	500	701	12390000
7	1900	500	801	12350667
7	1900	500	901	12721333
7	1900	500	1001	12928667
7	1950	300	1	10582667
7	1950	300	101	10732667
7	1950	300	201	10908000
7	1950	300	301	11116667
7	1950	300	401	11283333
7	1950	300	501	12516667
7	1950	300	601	13098667
7	1950	300	701	12838667
7	1950	300	801	12229333
7	1950	300	901	11682000
7	1950	300	1001	11604000
7	1950	350	1	10590000
7	1950	350	101	10940667
7	1950	350	201	11622667
7	1950	350	301	11844667
7	1950	350	401	12128000
7	1950	350	501	12430667
7	1950	350	601	12906000
7	1950	350	701	12646000
7	1950	350	801	12557333
7	1950	350	901	12633333
7	1950	350	1001	12586667
7	1950	400	1	10864667
7	1950	400	101	11437333
7	1950	400	201	11292000
7	1950	400	301	11414667
7	1950	400	401	11878667
7	1950	400	501	12549333
7	1950	400	601	12662667
7	1950	400	701	12646000
7	1950	400	801	12452667
7	1950	400	901	12859333
7	1950	400	1001	12816667
7	1950	450	1	10864667
7	1950	450	101	11689333
7	1950	450	201	11410000
7	1950	450	301	11339333
7	1950	450	401	11756667
7	1950	450	501	11752667
7	1950	450	601	12237333
7	1950	450	701	12510000
7	1950	450	801	12352000
7	1950	450	901	12722667
7	1950	450	1001	12928667
7	1950	500	1	10914000
7	1950	500	101	11648667
7	1950	500	201	11401333
7	1950	500	301	11145333
7	1950	500	401	12194667
7	1950	500	501	11580000
7	1950	500	601	12048000
7	1950	500	701	12390000
7	1950	500	801	12350667
7	1950	500	901	12721333
7	1950	500	1001	12928667
7	2000	300	1	10543333
7	2000	300	101	10757333
7	2000	300	201	10908000
7	2000	300	301	11158667
7	2000	300	401	11325333
7	2000	300	501	12516667
7	2000	300	601	13098667
7	2000	300	701	12838667
7	2000	300	801	12229333
7	2000	300	901	11682000
7	2000	300	1001	11604000
7	2000	350	1	10550667
7	2000	350	101	10990000
7	2000	350	201	11622667
7	2000	350	301	11701333
7	2000	350	401	11984667
7	2000	350	501	12430667
7	2000	350	601	12906000
7	2000	350	701	12646000
7	2000	350	801	12557333
7	2000	350	901	12633333
7	2000	350	1001	12586667
7	2000	400	1	10825333
7	2000	400	101	11392000
7	2000	400	201	11292000
7	2000	400	301	11273333
7	2000	400	401	11737333
7	2000	400	501	12549333
7	2000	400	601	12662667
7	2000	400	701	12646000
7	2000	400	801	12451333
7	2000	400	901	12858000
7	2000	400	1001	12816667
7	2000	450	1	10825333
7	2000	450	101	11628667
7	2000	450	201	11410000
7	2000	450	301	11198000
7	2000	450	401	11615333
7	2000	450	501	11752667
7	2000	450	601	12237333
7	2000	450	701	12510000
7	2000	450	801	12350667
7	2000	450	901	12721333
7	2000	450	1001	12928667
7	2000	500	1	10874667
7	2000	500	101	11690667
7	2000	500	201	11401333
7	2000	500	301	10989333
7	2000	500	401	12038667
7	2000	500	501	11580000
7	2000	500	601	12048000
7	2000	500	701	12390000
7	2000	500	801	12350667
7	2000	500	901	12721333
7	2000	500	1001	12928667
7.5	1700	300	1	11050000
7.5	1700	300	101	11246000
7.5	1700	300	201	11447333
7.5	1700	300	301	11159333
7.5	1700	300	401	11525333
7.5	1700	300	501	11996667
7.5	1700	300	601	12312667
7.5	1700	300	701	12965333
7.5	1700	300	801	12762667
7.5	1700	300	901	12459333
7.5	1700	300	1001	12544667
7.5	1700	350	1	11239333
7.5	1700	350	101	11196000
7.5	1700	350	201	11484000
7.5	1700	350	301	11420667
7.5	1700	350	401	11844667
7.5	1700	350	501	11906000
7.5	1700	350	601	11994000
7.5	1700	350	701	12753333
7.5	1700	350	801	13180667
7.5	1700	350	901	13161333
7.5	1700	350	1001	12927333
7.5	1700	400	1	11480667
7.5	1700	400	101	11466667
7.5	1700	400	201	12020000
7.5	1700	400	301	11867333
7.5	1700	400	401	12258000
7.5	1700	400	501	12122000
7.5	1700	400	601	11954000
7.5	1700	400	701	12782000
7.5	1700	400	801	13222667
7.5	1700	400	901	13070000
7.5	1700	400	1001	12840667
7.5	1700	450	1	11480667
7.5	1700	450	101	11809333
7.5	1700	450	201	11969333
7.5	1700	450	301	11653333
7.5	1700	450	401	11987333
7.5	1700	450	501	12062667
7.5	1700	450	601	12146000
7.5	1700	450	701	12848000
7.5	1700	450	801	12899333
7.5	1700	450	901	12624667
7.5	1700	450	1001	12522667
7.5	1700	500	1	11530000
7.5	1700	500	101	11681333
7.5	1700	500	201	12024667
7.5	1700	500	301	11649333
7.5	1700	500	401	12128000
7.5	1700	500	501	12271333
7.5	1700	500	601	12122000
7.5	1700	500	701	12807333
7.5	1700	500	801	12667333
7.5	1700	500	901	12599333
7.5	1700	500	1001	12610667
7.5	1750	300	1	11050000
7.5	1750	300	101	11246000
7.5	1750	300	201	11342667
7.5	1750	300	301	11159333
7.5	1750	300	401	11525333
7.5	1750	300	501	11948667
7.5	1750	300	601	12264667
7.5	1750	300	701	12917333
7.5	1750	300	801	12762667
7.5	1750	300	901	12459333
7.5	1750	300	1001	12544667
7.5	1750	350	1	11239333
7.5	1750	350	101	11196000
7.5	1750	350	201	11403333
7.5	1750	350	301	11420667
7.5	1750	350	401	11844667
7.5	1750	350	501	11648000
7.5	1750	350	601	11736000
7.5	1750	350	701	12495333
7.5	1750	350	801	13180667
7.5	1750	350	901	13161333
7.5	1750	350	1001	12927333
7.5	1750	400	1	11480667
7.5	1750	400	101	11466667
7.5	1750	400	201	11769333
7.5	1750	400	301	11730667
7.5	1750	400	401	12122000
7.5	1750	400	501	11864000
7.5	1750	400	601	11696000
7.5	1750	400	701	12524000
7.5	1750	400	801	13222667
7.5	1750	400	901	13070000
7.5	1750	400	1001	12840667
7.5	1750	450	1	11480667
7.5	1750	450	101	11809333
7.5	1750	450	201	11842000
7.5	1750	450	301	11653333
7.5	1750	450	401	11851333
7.5	1750	450	501	11852667
7.5	1750	450	601	11936000
7.5	1750	450	701	12638000
7.5	1750	450	801	12899333
7.5	1750	450	901	12624667
7.5	1750	450	1001	12522667
7.5	1750	500	1	11530000
7.5	1750	500	101	11681333
7.5	1750	500	201	11708667
7.5	1750	500	301	11649333
7.5	1750	500	401	12128000
7.5	1750	500	501	12078667
7.5	1750	500	601	11929333
7.5	1750	500	701	12614667
7.5	1750	500	801	12674000
7.5	1750	500	901	12606000
7.5	1750	500	1001	12610667
7.5	1800	300	1	10950000
7.5	1800	300	101	11147333
7.5	1800	300	201	11264667
7.5	1800	300	301	11159333
7.5	1800	300	401	11525333
7.5	1800	300	501	11948667
7.5	1800	300	601	12264667
7.5	1800	300	701	12917333
7.5	1800	300	801	12894667
7.5	1800	300	901	12591333
7.5	1800	300	1001	12544667
7.5	1800	350	1	11139333
7.5	1800	350	101	11033333
7.5	1800	350	201	11330667
7.5	1800	350	301	11420667
7.5	1800	350	401	11844667
7.5	1800	350	501	11648000
7.5	1800	350	601	11736000
7.5	1800	350	701	12495333
7.5	1800	350	801	13312667
7.5	1800	350	901	13293333
7.5	1800	350	1001	12927333
7.5	1800	400	1	11380667
7.5	1800	400	101	11325333
7.5	1800	400	201	11696667
7.5	1800	400	301	11730667
7.5	1800	400	401	12122000
7.5	1800	400	501	11864000
7.5	1800	400	601	11696000
7.5	1800	400	701	12524000
7.5	1800	400	801	13153333
7.5	1800	400	901	13000667
7.5	1800	400	1001	12639333
7.5	1800	450	1	11380667
7.5	1800	450	101	11687333
7.5	1800	450	201	11671333
7.5	1800	450	301	11653333
7.5	1800	450	401	11851333
7.5	1800	450	501	11616000
7.5	1800	450	601	11698667
7.5	1800	450	701	12638000
7.5	1800	450	801	12698000
7.5	1800	450	901	12423333
7.5	1800	450	1001	12321333
7.5	1800	500	1	11430000
7.5	1800	500	101	11835333
7.5	1800	500	201	11636000
7.5	1800	500	301	11594000
7.5	1800	500	401	12072000
7.5	1800	500	501	11842000
7.5	1800	500	601	11692000
7.5	1800	500	701	12614667
7.5	1800	500	801	12490000
7.5	1800	500	901	12422000
7.5	1800	500	1001	12426667
7.5	1850	300	1	10570000
7.5	1850	300	101	11118667
7.5	1850	300	201	11264667
7.5	1850	300	301	11159333
7.5	1850	300	401	11525333
7.5	1850	300	501	11948667
7.5	1850	300	601	12295333
7.5	1850	300	701	12948000
7.5	1850	300	801	12894667
7.5	1850	300	901	12591333
7.5	1850	300	1001	12544667
7.5	1850	350	1	10593333
7.5	1850	350	101	10828667
7.5	1850	350	201	11302667
7.5	1850	350	301	11420667
7.5	1850	350	401	11844667
7.5	1850	350	501	11648000
7.5	1850	350	601	11736000
7.5	1850	350	701	12495333
7.5	1850	350	801	13312667
7.5	1850	350	901	13293333
7.5	1850	350	1001	12927333
7.5	1850	400	1	10956667
7.5	1850	400	101	11296667
7.5	1850	400	201	11472667
7.5	1850	400	301	11716000
7.5	1850	400	401	12107333
7.5	1850	400	501	11864000
7.5	1850	400	601	11696000
7.5	1850	400	701	12524000
7.5	1850	400	801	13153333
7.5	1850	400	901	13000667
7.5	1850	400	1001	12639333
7.5	1850	450	1	10956667
7.5	1850	450	101	11658667
7.5	1850	450	201	11551333
7.5	1850	450	301	11638667
7.5	1850	450	401	11836667
7.5	1850	450	501	11616000
7.5	1850	450	601	11698667
7.5	1850	450	701	12638000
7.5	1850	450	801	12698000
7.5	1850	450	901	12423333
7.5	1850	450	1001	12321333
7.5	1850	500	1	11006000
7.5	1850	500	101	11835333
7.5	1850	500	201	11516000
7.5	1850	500	301	11579333
7.5	1850	500	401	12057333
7.5	1850	500	501	11842000
7.5	1850	500	601	11692000
7.5	1850	500	701	12614667
7.5	1850	500	801	12490000
7.5	1850	500	901	12422000
7.5	1850	500	1001	12426667
7.5	1900	300	1	10478000
7.5	1900	300	101	10813333
7.5	1900	300	201	11067333
7.5	1900	300	301	10995333
7.5	1900	300	401	11464000
7.5	1900	300	501	11948667
7.5	1900	300	601	12295333
7.5	1900	300	701	12948000
7.5	1900	300	801	12894667
7.5	1900	300	901	12591333
7.5	1900	300	1001	12544667
7.5	1900	350	1	10501333
7.5	1900	350	101	10828667
7.5	1900	350	201	11302667
7.5	1900	350	301	11393333
7.5	1900	350	401	11938000
7.5	1900	350	501	11648000
7.5	1900	350	601	11736000
7.5	1900	350	701	12495333
7.5	1900	350	801	13312667
7.5	1900	350	901	13293333
7.5	1900	350	1001	12927333
7.5	1900	400	1	10864667
7.5	1900	400	101	11449333
7.5	1900	400	201	11472667
7.5	1900	400	301	11688667
7.5	1900	400	401	12200667
7.5	1900	400	501	11864000
7.5	1900	400	601	11696000
7.5	1900	400	701	12524000
7.5	1900	400	801	13153333
7.5	1900	400	901	13000667
7.5	1900	400	1001	12639333
7.5	1900	450	1	10864667
7.5	1900	450	101	11658667
7.5	1900	450	201	11551333
7.5	1900	450	301	11732000
7.5	1900	450	401	11930000
7.5	1900	450	501	11616000
7.5	1900	450	601	11698667
7.5	1900	450	701	12638000
7.5	1900	450	801	12698000
7.5	1900	450	901	12423333
7.5	1900	450	1001	12321333
7.5	1900	500	1	10914000
7.5	1900	500	101	11631333
7.5	1900	500	201	11516000
7.5	1900	500	301	11672667
7.5	1900	500	401	12150667
7.5	1900	500	501	11842000
7.5	1900	500	601	11692000
7.5	1900	500	701	12614667
7.5	1900	500	801	12490000
7.5	1900	500	901	12422000
7.5	1900	500	1001	12426667
7.5	1950	300	1	10582667
7.5	1950	300	101	10753333
7.5	1950	300	201	11020667
7.5	1950	300	301	10948667
7.5	1950	300	401	11417333
7.5	1950	300	501	11948667
7.5	1950	300	601	12565333
7.5	1950	300	701	12948000
7.5	1950	300	801	12894667
7.5	1950	300	901	12591333
7.5	1950	300	1001	12544667
7.5	1950	350	1	10590000
7.5	1950	350	101	10768667
7.5	1950	350	201	11312667
7.5	1950	350	301	11535333
7.5	1950	350	401	12149333
7.5	1950	350	501	11799333
7.5	1950	350	601	12006000
7.5	1950	350	701	12765333
7.5	1950	350	801	13312667
7.5	1950	350	901	13293333
7.5	1950	350	1001	12927333
7.5	1950	400	1	10864667
7.5	1950	400	101	11406667
7.5	1950	400	201	11472667
7.5	1950	400	301	11688667
7.5	1950	400	401	12200667
7.5	1950	400	501	12015333
7.5	1950	400	601	11966000
7.5	1950	400	701	12794000
7.5	1950	400	801	13153333
7.5	1950	400	901	13000667
7.5	1950	400	1001	12639333
7.5	1950	450	1	10864667
7.5	1950	450	101	11658667
7.5	1950	450	201	11436667
7.5	1950	450	301	11732000
7.5	1950	450	401	11930000
7.5	1950	450	501	11616000
7.5	1950	450	601	11698667
7.5	1950	450	701	12638000
7.5	1950	450	801	12698000
7.5	1950	450	901	12423333
7.5	1950	450	1001	12630000
7.5	1950	500	1	10914000
7.5	1950	500	101	11631333
7.5	1950	500	201	11401333
7.5	1950	500	301	11672667
7.5	1950	500	401	12150667
7.5	1950	500	501	11842000
7.5	1950	500	601	11692000
7.5	1950	500	701	12614667
7.5	1950	500	801	12490000
7.5	1950	500	901	12422000
7.5	1950	500	1001	12630000
7.5	2000	300	1	10543333
7.5	2000	300	101	10778000
7.5	2000	300	201	11020667
7.5	2000	300	301	10990667
7.5	2000	300	401	11459333
7.5	2000	300	501	12250000
7.5	2000	300	601	12866667
7.5	2000	300	701	12948000
7.5	2000	300	801	12894667
7.5	2000	300	901	12591333
7.5	2000	300	1001	12544667
7.5	2000	350	1	10550667
7.5	2000	350	101	10818000
7.5	2000	350	201	11312667
7.5	2000	350	301	11392000
7.5	2000	350	401	12006000
7.5	2000	350	501	12100667
7.5	2000	350	601	12307333
7.5	2000	350	701	12765333
7.5	2000	350	801	13312667
7.5	2000	350	901	13293333
7.5	2000	350	1001	12927333
7.5	2000	400	1	10825333
7.5	2000	400	101	11361333
7.5	2000	400	201	11472667
7.5	2000	400	301	11547333
7.5	2000	400	401	11934667
7.5	2000	400	501	12174667
7.5	2000	400	601	12248667
7.5	2000	400	701	12794000
7.5	2000	400	801	13152000
7.5	2000	400	901	12999333
7.5	2000	400	1001	12639333
7.5	2000	450	1	10825333
7.5	2000	450	101	11598000
7.5	2000	450	201	11436667
7.5	2000	450	301	11590667
7.5	2000	450	401	11664000
7.5	2000	450	501	11492667
7.5	2000	450	601	11698667
7.5	2000	450	701	12638000
7.5	2000	450	801	12696667
7.5	2000	450	901	12422000
7.5	2000	450	1001	12630000
7.5	2000	500	1	10874667
7.5	2000	500	101	11673333
7.5	2000	500	201	11401333
7.5	2000	500	301	11516667
7.5	2000	500	401	11870000
7.5	2000	500	501	11716667
7.5	2000	500	601	11692000
7.5	2000	500	701	12614667
7.5	2000	500	801	12490000
7.5	2000	500	901	12422000
7.5	2000	500	1001	12630000
8	1700	300	1	11050000
8	1700	300	101	11079333
8	1700	300	201	11547333
8	1700	300	301	11355333
8	1700	300	401	11612667
8	1700	300	501	11888000
8	1700	300	601	12204000
8	1700	300	701	12856667
8	1700	300	801	12654000
8	1700	300	901	12459333
8	1700	300	1001	12544667
8	1700	350	1	11239333
8	1700	350	101	11144000
8	1700	350	201	11593333
8	1700	350	301	11420667
8	1700	350	401	11736000
8	1700	350	501	11797333
8	1700	350	601	11885333
8	1700	350	701	12644667
8	1700	350	801	13072000
8	1700	350	901	13099333
8	1700	350	1001	12865333
8	1700	400	1	11480667
8	1700	400	101	11511333
8	1700	400	201	12020000
8	1700	400	301	11867333
8	1700	400	401	12149333
8	1700	400	501	12013333
8	1700	400	601	11845333
8	1700	400	701	12673333
8	1700	400	801	13114000
8	1700	400	901	13007333
8	1700	400	1001	12778000
8	1700	450	1	11480667
8	1700	450	101	11934667
8	1700	450	201	11866000
8	1700	450	301	11653333
8	1700	450	401	11987333
8	1700	450	501	12062667
8	1700	450	601	12146000
8	1700	450	701	12704667
8	1700	450	801	12899333
8	1700	450	901	12548000
8	1700	450	1001	12446000
8	1700	500	1	11530000
8	1700	500	101	11681333
8	1700	500	201	11918000
8	1700	500	301	11649333
8	1700	500	401	12128000
8	1700	500	501	12271333
8	1700	500	601	12122000
8	1700	500	701	12664000
8	1700	500	801	12667333
8	1700	500	901	12599333
8	1700	500	1001	12610667
8	1750	300	1	11050000
8	1750	300	101	11281333
8	1750	300	201	11442667
8	1750	300	301	11355333
8	1750	300	401	11612667
8	1750	300	501	11840000
8	1750	300	601	12156000
8	1750	300	701	12808667
8	1750	300	801	12654000
8	1750	300	901	12459333
8	1750	300	1001	12544667
8	1750	350	1	11239333
8	1750	350	101	11231333
8	1750	350	201	11512667
8	1750	350	301	11420667
8	1750	350	401	11736000
8	1750	350	501	11539333
8	1750	350	601	11627333
8	1750	350	701	12386667
8	1750	350	801	13072000
8	1750	350	901	13099333
8	1750	350	1001	12865333
8	1750	400	1	11480667
8	1750	400	101	11511333
8	1750	400	201	11769333
8	1750	400	301	11730667
8	1750	400	401	12013333
8	1750	400	501	11755333
8	1750	400	601	11587333
8	1750	400	701	12415333
8	1750	400	801	13114000
8	1750	400	901	13007333
8	1750	400	1001	12778000
8	1750	450	1	11480667
8	1750	450	101	11934667
8	1750	450	201	11842000
8	1750	450	301	11653333
8	1750	450	401	11851333
8	1750	450	501	11852667
8	1750	450	601	11936000
8	1750	450	701	12494667
8	1750	450	801	12899333
8	1750	450	901	12548000
8	1750	450	1001	12446000
8	1750	500	1	11530000
8	1750	500	101	11681333
8	1750	500	201	11708667
8	1750	500	301	11649333
8	1750	500	401	12128000
8	1750	500	501	12078667
8	1750	500	601	11929333
8	1750	500	701	12471333
8	1750	500	801	12674000
8	1750	500	901	12606000
8	1750	500	1001	12610667
8	1800	300	1	10950000
8	1800	300	101	11182667
8	1800	300	201	11364667
8	1800	300	301	11159333
8	1800	300	401	11416667
8	1800	300	501	11840000
8	1800	300	601	12156000
8	1800	300	701	12808667
8	1800	300	801	12786000
8	1800	300	901	12591333
8	1800	300	1001	12544667
8	1800	350	1	11139333
8	1800	350	101	11068667
8	1800	350	201	11440000
8	1800	350	301	11420667
8	1800	350	401	11736000
8	1800	350	501	11539333
8	1800	350	601	11627333
8	1800	350	701	12386667
8	1800	350	801	13204000
8	1800	350	901	13231333
8	1800	350	1001	12865333
8	1800	400	1	11380667
8	1800	400	101	11370000
8	1800	400	201	11696667
8	1800	400	301	11730667
8	1800	400	401	12013333
8	1800	400	501	11755333
8	1800	400	601	11587333
8	1800	400	701	12415333
8	1800	400	801	13044667
8	1800	400	901	12938000
8	1800	400	1001	12576667
8	1800	450	1	11380667
8	1800	450	101	11812667
8	1800	450	201	11671333
8	1800	450	301	11653333
8	1800	450	401	11851333
8	1800	450	501	11616000
8	1800	450	601	11698667
8	1800	450	701	12494667
8	1800	450	801	12698000
8	1800	450	901	12346667
8	1800	450	1001	12244667
8	1800	500	1	11430000
8	1800	500	101	11835333
8	1800	500	201	11636000
8	1800	500	301	11594000
8	1800	500	401	12072000
8	1800	500	501	11842000
8	1800	500	601	11692000
8	1800	500	701	12471333
8	1800	500	801	12490000
8	1800	500	901	12422000
8	1800	500	1001	12426667
8	1850	300	1	10570000
8	1850	300	101	11154000
8	1850	300	201	11364667
8	1850	300	301	11159333
8	1850	300	401	11416667
8	1850	300	501	11840000
8	1850	300	601	12186667
8	1850	300	701	12839333
8	1850	300	801	12786000
8	1850	300	901	12591333
8	1850	300	1001	12544667
8	1850	350	1	10593333
8	1850	350	101	10864000
8	1850	350	201	11412000
8	1850	350	301	11420667
8	1850	350	401	11736000
8	1850	350	501	11539333
8	1850	350	601	11627333
8	1850	350	701	12386667
8	1850	350	801	13204000
8	1850	350	901	13293333
8	1850	350	1001	12927333
8	1850	400	1	10956667
8	1850	400	101	11341333
8	1850	400	201	11472667
8	1850	400	301	11716000
8	1850	400	401	11998667
8	1850	400	501	11755333
8	1850	400	601	11587333
8	1850	400	701	12415333
8	1850	400	801	13044667
8	1850	400	901	13000667
8	1850	400	1001	12639333
8	1850	450	1	10956667
8	1850	450	101	11784000
8	1850	450	201	11551333
8	1850	450	301	11638667
8	1850	450	401	11836667
8	1850	450	501	11616000
8	1850	450	601	11698667
8	1850	450	701	12494667
8	1850	450	801	12698000
8	1850	450	901	12423333
8	1850	450	1001	12321333
8	1850	500	1	11006000
8	1850	500	101	11835333
8	1850	500	201	11516000
8	1850	500	301	11579333
8	1850	500	401	12057333
8	1850	500	501	11842000
8	1850	500	601	11692000
8	1850	500	701	12471333
8	1850	500	801	12490000
8	1850	500	901	12422000
8	1850	500	1001	12426667
8	1900	300	1	10478000
8	1900	300	101	10848667
8	1900	300	201	11067333
8	1900	300	301	10995333
8	1900	300	401	11355333
8	1900	300	501	11840000
8	1900	300	601	12186667
8	1900	300	701	12839333
8	1900	300	801	12786000
8	1900	300	901	12591333
8	1900	300	1001	12544667
8	1900	350	1	10501333
8	1900	350	101	10864000
8	1900	350	201	11302667
8	1900	350	301	11393333
8	1900	350	401	11829333
8	1900	350	501	11539333
8	1900	350	601	11627333
8	1900	350	701	12386667
8	1900	350	801	13204000
8	1900	350	901	13293333
8	1900	350	1001	12927333
8	1900	400	1	10864667
8	1900	400	101	11494000
8	1900	400	201	11472667
8	1900	400	301	11688667
8	1900	400	401	12092000
8	1900	400	501	11755333
8	1900	400	601	11587333
8	1900	400	701	12415333
8	1900	400	801	13044667
8	1900	400	901	13000667
8	1900	400	1001	12639333
8	1900	450	1	10864667
8	1900	450	101	11784000
8	1900	450	201	11551333
8	1900	450	301	11732000
8	1900	450	401	11930000
8	1900	450	501	11616000
8	1900	450	601	11698667
8	1900	450	701	12494667
8	1900	450	801	12698000
8	1900	450	901	12423333
8	1900	450	1001	12321333
8	1900	500	1	10914000
8	1900	500	101	11631333
8	1900	500	201	11516000
8	1900	500	301	11672667
8	1900	500	401	12150667
8	1900	500	501	11842000
8	1900	500	601	11692000
8	1900	500	701	12471333
8	1900	500	801	12490000
8	1900	500	901	12422000
8	1900	500	1001	12426667
8	1950	300	1	10582667
8	1950	300	101	10788667
8	1950	300	201	11020667
8	1950	300	301	10948667
8	1950	300	401	11417333
8	1950	300	501	11948667
8	1950	300	601	12565333
8	1950	300	701	12948000
8	1950	300	801	12894667
8	1950	300	901	12591333
8	1950	300	1001	12544667
8	1950	350	1	10590000
8	1950	350	101	10804000
8	1950	350	201	11312667
8	1950	350	301	11535333
8	1950	350	401	12149333
8	1950	350	501	11799333
8	1950	350	601	12006000
8	1950	350	701	12765333
8	1950	350	801	13312667
8	1950	350	901	13293333
8	1950	350	1001	12927333
8	1950	400	1	10864667
8	1950	400	101	11451333
8	1950	400	201	11472667
8	1950	400	301	11688667
8	1950	400	401	12200667
8	1950	400	501	12015333
8	1950	400	601	11966000
8	1950	400	701	12794000
8	1950	400	801	13153333
8	1950	400	901	13000667
8	1950	400	1001	12639333
8	1950	450	1	10864667
8	1950	450	101	11784000
8	1950	450	201	11436667
8	1950	450	301	11732000
8	1950	450	401	11930000
8	1950	450	501	11616000
8	1950	450	601	11698667
8	1950	450	701	12494667
8	1950	450	801	12698000
8	1950	450	901	12423333
8	1950	450	1001	12630000
8	1950	500	1	10914000
8	1950	500	101	11631333
8	1950	500	201	11401333
8	1950	500	301	11672667
8	1950	500	401	12150667
8	1950	500	501	11842000
8	1950	500	601	11692000
8	1950	500	701	12471333
8	1950	500	801	12490000
8	1950	500	901	12422000
8	1950	500	1001	12630000
8	2000	300	1	10543333
8	2000	300	101	10813333
8	2000	300	201	11020667
8	2000	300	301	10990667
8	2000	300	401	11459333
8	2000	300	501	12250000
8	2000	300	601	12866667
8	2000	300	701	12948000
8	2000	300	801	12894667
8	2000	300	901	12591333
8	2000	300	1001	12544667
8	2000	350	1	10550667
8	2000	350	101	10853333
8	2000	350	201	11312667
8	2000	350	301	11392000
8	2000	350	401	12006000
8	2000	350	501	12100667
8	2000	350	601	12307333
8	2000	350	701	12765333
8	2000	350	801	13312667
8	2000	350	901	13293333
8	2000	350	1001	12927333
8	2000	400	1	10825333
8	2000	400	101	11406000
8	2000	400	201	11472667
8	2000	400	301	11547333
8	2000	400	401	11934667
8	2000	400	501	12174667
8	2000	400	601	12248667
8	2000	400	701	12794000
8	2000	400	801	13152000
8	2000	400	901	12999333
8	2000	400	1001	12639333
8	2000	450	1	10825333
8	2000	450	101	11723333
8	2000	450	201	11436667
8	2000	450	301	11590667
8	2000	450	401	11664000
8	2000	450	501	11492667
8	2000	450	601	11698667
8	2000	450	701	12494667
8	2000	450	801	12696667
8	2000	450	901	12422000
8	2000	450	1001	12630000
8	2000	500	1	10874667
8	2000	500	101	11673333
8	2000	500	201	11401333
8	2000	500	301	11516667
8	2000	500	401	11870000
8	2000	500	501	11716667
8	2000	500	601	11692000
8	2000	500	701	12471333
8	2000	500	801	12490000
8	2000	500	901	12422000
8	2000	500	1001	12630000
